id,name,nickname,gender,date_of_birth,weight,height,team,team.shortname,team.shield,shirt_number,position,photo,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,blocks,catches,clean_sheets,duels_won,goals,goals_conceded,interceptions,key_passes_attempt_assists,offsides,open_play_passes,penalties_saved,red_cards_2nd_yellow,saves_made,shots_on_target_inc_goals,straight_red_cards,successful_crosses_open_play,successful_dribbles,successful_long_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,total_clearances,total_fouls_conceded,total_losses_of_possession,total_passes,total_tackles,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_short_passes,yellow_cards,predicted_position,score
12017.0,Caroline Hansen,Caroline Hansen,female,1995-02-18T00:00:00+00:00,,174.0,FC Barcelona,FCB,https://assets.laliga.com/assets/2019/06/07/medium/fc-barcelona-femenino.png,7.0,Forward,https://assets.laliga.com/squad/2021/t9121/p164900/512x556/p164900_t9121_2021_0_001_000.png,0.0,23.0,6.0,0.0,0.0,0.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,2.0,13.0,0.0,0.0,0.0,13.0,0.0,19.0,0.0,0.0,0.0,0.0,Defender,57.13
3579.0,Mari Paz Vilas,Mari Paz Vilas,female,1988-02-01T00:00:00+00:00,62.0,160.0,R. Betis Féminas,RBB,https://assets.laliga.com/assets/2019/06/07/medium/betis.png,10.0,Forward,https://assets.laliga.com/squad/2021/t13322/p242635/512x556/p242635_t13322_2021_1_001_000.png,0.0,22.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,7.0,Midfielder,51.04
2407.0,Eden Hazard,Hazard,male,1991-01-07T00:00:00+00:00,74.0,175.0,Real Madrid,RMA,https://assets.laliga.com/assets/2019/06/07/medium/real-madrid.png,7.0,Forward,https://assets.laliga.com/squad/2021/t186/p42786/512x556/p42786_t186_2021_1_001_000.png,1.0,18.0,1.0,0.0,0.0,0.0,1.0,62.0,0.0,10.0,2.0,26.0,4.0,379.0,0.0,0.0,0.0,7.0,0.0,2.0,25.0,6.0,283.0,69.0,344.0,0.0,9.0,87.0,385.0,6.0,68.0,6.0,1.0,34.0,2.0,Forward,44.849999999999994
928.0,Rubén Castro,Rubén Castro,male,1981-06-27T00:00:00+00:00,68.0,169.0,FC Cartagena,CAR,https://assets.laliga.com/assets/2022/02/11/medium/1628caa9b2002a11e564eb84b3677f78.png,7.0,Forward,https://assets.laliga.com/squad/2021/t3554/p20680/512x556/p20680_t3554_2021_1_001_000.png,13.0,41.0,6.0,2.0,4.0,0.0,4.0,81.0,20.0,46.0,4.0,25.0,45.0,459.0,0.0,0.0,0.0,40.0,0.0,4.0,15.0,12.0,256.0,129.0,369.0,3.0,15.0,223.0,504.0,3.0,139.0,15.0,3.0,120.0,2.0,Goalkeeper,44.539999999999964
2527.0,María Francesca Caldentey Oliver,Mariona Caldentey,female,1996-03-19T00:00:00+00:00,62.0,164.0,FC Barcelona,FCB,https://assets.laliga.com/assets/2019/06/07/medium/fc-barcelona-femenino.png,9.0,Forward,https://assets.laliga.com/squad/2021/t9121/p191678/512x556/p191678_t9121_2021_0_001_000.png,0.0,15.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,2.0,Defender,43.06
23675.0,Gabriela Nunes da Silva,Gabi Nunes,female,1997-03-10T00:00:00+00:00,56.0,169.0,Madrid CFF,MAD,https://assets.laliga.com/assets/2019/06/07/medium/madrid-futbol-femenino.png,9.0,Forward,,0.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,54.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,3.0,Goalkeeper,42.54
9538.0,Giovana Queiroz Costa,Gio,female,2003-06-21T00:00:00+00:00,,167.0,Levante UD,LUD,https://assets.laliga.com/assets/2019/06/07/medium/levante-femenino.png,5.0,Forward,https://assets.laliga.com/squad/2021/t13319/p472186/512x556/p472186_t13319_2021_1_001_000.png,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,Defender,42.51
8789.0,Oriana Altuve,Oriana Altuve,female,1992-10-03T00:00:00+00:00,55.0,171.0,VCF Femenino,VCF,https://assets.laliga.com/assets/2019/06/07/medium/valencia-femenino.png,18.0,Forward,https://assets.laliga.com/squad/2021/t13329/p459037/512x556/p459037_t13329_2021_0_001_000.png,0.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,Midfielder,41.01
1127.0,Marco Asensio,Asensio,male,1996-01-21T00:00:00+00:00,76.0,182.0,Real Madrid,RMA,https://assets.laliga.com/assets/2019/06/07/medium/real-madrid.png,11.0,Midfielder,https://assets.laliga.com/squad/2021/t186/p174292/512x556/p174292_t186_2021_1_001_000.png,0.0,31.0,0.0,2.0,1.0,0.0,2.0,59.0,10.0,13.0,12.0,31.0,2.0,772.0,0.0,0.0,0.0,34.0,0.0,3.0,27.0,28.0,549.0,167.0,675.0,6.0,8.0,223.0,802.0,12.0,82.0,13.0,11.0,88.0,2.0,Forward,39.52000000000001
13338.0,Ana-Maria Crnogorcevic,Ana-Maria Crnogorcevic,female,1990-10-03T00:00:00+00:00,65.0,175.0,FC Barcelona,FCB,https://assets.laliga.com/assets/2019/06/07/medium/fc-barcelona-femenino.png,18.0,Defender,https://assets.laliga.com/squad/2021/t9121/p112574/512x556/p112574_t9121_2021_0_001_000.png,0.0,20.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,Forward,38.52
